# num_steps: 3500; batch_size: 711; validation_step: 35; KP: 0.5
# random seed: 247562
# step valid-loss valid-acc. train-loss train-acc
1609 0.22203786671161652 0.9376417398452759 0.014986171387135983 0.9973275065422058
1644 0.2409689873456955 0.9342403411865234 0.015160586684942245 0.9970976114273071
1679 0.24927900731563568 0.9365079402923584 0.014137527905404568 0.9972700476646423
1714 0.23446343839168549 0.938095211982727 0.012349279597401619 0.9981033802032471
1749 0.20810899138450623 0.9401360750198364 0.01207899209111929 0.9980171918869019
1784 0.19878265261650085 0.9453514814376831 0.012154498137533665 0.998304545879364
1819 0.21421489119529724 0.9410430788993835 0.01107166800647974 0.9983620047569275
1854 0.22997644543647766 0.9394558072090149 0.011197008192539215 0.998304545879364
1889 0.22303754091262817 0.9401360750198364 0.009721478447318077 0.9985344409942627
1924 0.21753013134002686 0.942176878452301 0.008966322056949139 0.9987068772315979
1959 0.21625123918056488 0.9433106780052185 0.009419913403689861 0.9988505244255066
1994 0.22271445393562317 0.9446712136268616 0.008425065316259861 0.9989080429077148
2029 0.23205746710300446 0.9383220076560974 0.007528557442128658 0.999109148979187
2064 0.21556812524795532 0.9435374140739441 0.007674591615796089 0.9987930655479431
2099 0.21928255259990692 0.9446712136268616 0.006974384654313326 0.9989655017852783
2134 0.20590732991695404 0.9494330883026123 0.0068566580303013325 0.9989655017852783
2169 0.19758236408233643 0.9482993483543396 0.006428298074752092 0.9993390440940857
2204 0.20634210109710693 0.9455782175064087 0.0061491806991398335 0.999195396900177
2239 0.19953665137290955 0.9485260844230652 0.005704998504370451 0.999195396900177
2274 0.2294093817472458 0.9405895471572876 0.006036373786628246 0.999310314655304
2309 0.1968671977519989 0.9485260844230652 0.005194422788918018 0.9993390440940857
2344 0.21763969957828522 0.9444444179534912 0.004851431120187044 0.999396562576294
2379 0.24158063530921936 0.9476190209388733 0.00487856101244688 0.9993677735328674
2414 0.21549594402313232 0.9469387531280518 0.00478568347170949 0.999396562576294
2449 0.21317164599895477 0.9471655488014221 0.004362477920949459 0.9993390440940857
2484 0.20265533030033112 0.9478458166122437 0.004875528626143932 0.9994540214538574
2519 0.19774706661701202 0.9476190209388733 0.0039021905977278948 0.9994540214538574
2554 0.20501767098903656 0.9487528204917908 0.0037147055845707655 0.9995402097702026
2589 0.19987531006336212 0.9505668878555298 0.003414484206587076 0.9995402097702026
2624 0.20890392363071442 0.9487528204917908 0.003182065673172474 0.9997126460075378
2659 0.1950361728668213 0.9492063522338867 0.0030322601087391376 0.9996551871299744
2694 0.19125939905643463 0.9510204195976257 0.004167101811617613 0.9995114803314209
2729 0.21645942330360413 0.9428571462631226 0.003028658451512456 0.9996839165687561
2764 0.20839206874370575 0.9482993483543396 0.0028587302658706903 0.9995402097702026
2799 0.2040756493806839 0.9494330883026123 0.0028690705075860023 0.9997126460075378
2834 0.22329677641391754 0.9460317492485046 0.002749589504674077 0.9997126460075378
2869 0.1920100599527359 0.9489796161651611 0.002614579861983657 0.9996839165687561
2904 0.23376725614070892 0.9462584853172302 0.0022235058713704348 0.9996839165687561
2939 0.23965784907341003 0.9435374140739441 0.0023163140285760164 0.999885082244873
2974 0.2135961949825287 0.9498866200447083 0.002301915781572461 0.9996839165687561
3009 0.22056622803211212 0.9469387531280518 0.0024374634958803654 0.9997988343238831
3044 0.18254010379314423 0.9551020264625549 0.002240594243630767 0.9997701048851013
3079 0.18696126341819763 0.9535147547721863 0.002538546221330762 0.999885082244873
3114 0.19500452280044556 0.9517006874084473 0.002293155062943697 0.9997988343238831
3149 0.19358806312084198 0.9523809552192688 0.002118476200848818 0.9997988343238831
3184 0.19993126392364502 0.9519274234771729 0.001984611852094531 0.9999425411224365
3219 0.19157524406909943 0.9510204195976257 0.0017366475658491254 0.9999138116836548
3254 0.2145143449306488 0.9498866200447083 0.001637945999391377 0.9999138116836548
3289 0.22396501898765564 0.945805013179779 0.0017344646621495485 0.999885082244873
3324 0.21478533744812012 0.9489796161651611 0.0016499834600836039 0.9999425411224365
3359 0.2100616693496704 0.9519274234771729 0.0015099573647603393 0.999885082244873
3394 0.20888696610927582 0.9528344869613647 0.0014753203140571713 0.9998562932014465
3429 0.2037445455789566 0.9532879590988159 0.0015746877761557698 0.9999425411224365
3464 0.2331644892692566 0.9496598839759827 0.0012298042420297861 0.9999712705612183
3499 0.18647940456867218 0.9535147547721863 0.0012481348821893334 0.9999712705612183
3499 0.18647940456867218 0.9535147547721863 0.0012481348821893334 0.9999712705612183
# [test-set] 0.3148319721221924 0.9409343004226685
